producto_id,titulo,tipo,proveedor,estado,tags,descripcion_html,imagen,fecha_creacion,fecha_actualizacion,variante_id,sku,precio,precio_comparacion,inventario_policy,cantidad_inventario,barcode,peso,opcion1,opcion2,opcion3,inventory_item_id
9010937692348,(YV) Acondicionador Profesional Wella Invigo Nutri-Enrich - Hidratación Profunda (1000 ml),Cabello,Wella,active,"cabello, Capilar, Tienda, Wella",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/450-convertido-de-avif.png?v=1759866800,2025-10-06T16:27:05-05:00,2025-10-15T11:32:01-05:00,45275508867260,,190800.00,,shopify,20,,0.0,Default Title,,,47373666615484
9012442595516,(YV) Acondicionador Reparador Olaplex N°5 Bond Maintenance (250 ml),Cabello,Olaplex,active,"cabello, Capilar, Olaplex, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/487-convertido-de-avif.png?v=1759850523,2025-10-07T10:22:34-05:00,2025-10-15T11:31:56-05:00,45279359729852,,127200.00,,shopify,20,,0.0,Default Title,,,47377535566012
9004798607548,(YV) Acondicionador Salon In Recamier 'Liss Control' - Anti-Frizz con Proteína de Seda (1 Litro),Cabello,Recomier,active,"belleza, cabello, Capilar, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/88..webp?v=1759334360,2025-10-01T11:00:33-05:00,2025-10-15T11:32:39-05:00,45257925329084,,52680.00,,shopify,20,,0.0,Default Title,,,47355930378428
9012739047612,(YV) Agua Micelar Garnier Todo en 1 Limpiadora (Tamaño Gigante 700 ml),Piel,Garnier,active,"cuidado personal, Garnier, piel, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/511-convertido-de-avif.png?v=1759856632,2025-10-07T12:05:09-05:00,2025-10-11T18:46:28-05:00,45280563822780,,39000.00,,shopify,20,,0.0,Default Title,,,47378742411452
8991018909884,(YV) Alfaparf Real Rigen Repair - Mascarilla Acondicionadora Reparadora 500g Nutritiva,Cabello,ALFAPARF,active,"ALFAPARF, Capilar, Destacado, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/p2gbkwjis1sowsndi9ri.webp?v=1758138178,2025-09-17T14:45:27-05:00,2025-10-11T19:46:42-05:00,45215622299836,,41760.00,,,0,,0.0,Default Title,,,47313157324988
9012438532284,(YV) Alisado Progresivo Vegano Chocoliss Herbal (1000 ml) con Cisteína y Cacao,Cabello,Chocoliss,active,"cabello, Capilar, Chocoliss, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/485-convertido-de-avif.png?v=1759850202,2025-10-07T10:17:46-05:00,2025-10-15T11:31:57-05:00,45279351505084,,292800.00,,shopify,20,,0.0,Default Title,,,47377527341244
9012760281276,(YV) Ampolla Fortalecedora de Placenta de Ovejo - Tratamiento para Cabello Débil y Quebradizo,Cabello,Slik,active,"cabello, Capilar, Slik, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/519-convertido-de-avif.png?v=1759858151,2025-10-07T12:31:00-05:00,2025-10-15T11:31:53-05:00,45280610189500,,1200.00,,shopify,20,,0.0,Default Title,,,47378792579260
9004578898108,(YV) Ampolla Potenciadora de Alisado Salerm Keramix 13ml (Aditivo para Keratin Shot),Cabello,Salerm,active,"belleza, cabello, Capilar, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/49.webp?v=1759322866,2025-10-01T07:48:58-05:00,2025-10-15T11:32:43-05:00,45257210626236,,15000.00,,shopify,20,,0.0,Default Title,,,47355211251900
9003604607164,(YV) Ampolleta Alfaparf Semi di Lino Essential Oil - Dosis de Brillo Extremo 13ml,Cabello,ALFAPARF,active,"Acondicionador, ARAWAK, Capilar",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/condicionar.webp?v=1759253909,2025-09-30T12:41:41-05:00,2025-10-11T18:45:08-05:00,45254850707644,,8040.00,,shopify,20,,0.0,Default Title,,,47352824496316
9004870041788,(YV) Ampolleta Capilar Bio Cress 'Hyaluronic Booster' - Hidratación y Relleno Profundo (10ml),Cabello,Biocres,active,"cabello, Capilar, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/101.webp?v=1759338136,2025-10-01T12:03:29-05:00,2025-10-15T11:32:38-05:00,45258025205948,,8400.00,,shopify,20,,0.0,Default Title,,,47356030255292
9012762280124,(YV) Ampolleta Capilar de Ortiga - Tratamiento Intensivo Anti-Caída y Fortalecedor,Cabello,Ortiga,active,"cabello, Capilar, Ortiga, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/521-convertido-de-avif.png?v=1759858742,2025-10-07T12:40:42-05:00,2025-10-15T11:31:52-05:00,45280613302460,,1300.00,,shopify,20,,0.0,Default Title,,,47378795692220
9012761460924,(YV) Ampolleta Capilar Restauradora con Placenta - Tratamiento Intensivo Fortalecedor,Cabello,Pearl,active,"cabello, Capilar, Pearl, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/519-convertido-de-avif_02264796-3166-48c0-b66e-04d334dc1373.png?v=1759858409,2025-10-07T12:35:12-05:00,2025-10-15T11:31:52-05:00,45280611696828,,1300.00,,shopify,20,,0.0,Default Title,,,47378794086588
9005052559548,(YV) Ampolleta Tónico Capilar Crecepel - Tratamiento Intensivo Anti-Caída (20ml),Cabello,Capill Eknika,active,"cabello, Capilar, Capill Eknika, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/150.webp?v=1759354604,2025-10-01T16:39:03-05:00,2025-10-15T11:32:33-05:00,45258436870332,,5040.00,,shopify,20,,0.0,Default Title,,,47356445262012
9003653824700,(YV) Andis Cool Care Plus 5-en-1 para Cuchillas de Máquina - 439g,otro,Andis,active,"Capilar, Oferta, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/twbg0odmfblvyifnkycq.webp?v=1759258892,2025-09-30T14:04:03-05:00,2025-10-15T11:32:45-05:00,45255057375420,,34800.00,,shopify,20,,0.0,Default Title,,,47353031786684
9007280718012,(YV) Antitranspirante Dove Original en Aerosol - Cuidado y Protección 72h (Jumbo 250ml),Cuidado personal,Dove,active,"cuidado personal, piel",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/282.avif?v=1759505202,2025-10-03T10:28:43-05:00,2025-10-11T18:45:48-05:00,45264355000508,,20400.00,,shopify,20,,0.0,Default Title,,,47362335965372
9010827362492,(YV) Antitranspirante en Barra Lady Speed Stick Powder Fresh - Protección 48H (45g),Cuidado personal,Lady Speed Stick,active,"cuidado personal, Lady Speed Stick, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/373...webp?v=1759766889,2025-10-06T11:09:41-05:00,2025-10-11T18:46:06-05:00,45275115028668,,9840.00,,shopify,20,,0.0,Default Title,,,47373270810812
9007311225020,(YV) Antitranspirante en Crema Rexona Clinical Expert para Mujer - 48 gr,Cuidado personal,Rexona,active,"cuidado personal, Rexona, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/303.webp?v=1759510698,2025-10-03T11:59:15-05:00,2025-10-11T18:45:54-05:00,45264478077116,,20760.00,,shopify,20,,0.0,Default Title,,,47362459041980
9005885292732,(YV) Antitranspirante en Gel Gillette Antibacterial - 48h de Protección Cero Manchas (113g),Cuidado personal,Gillette,active,"cuidado personal, Gillette, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/177...webp?v=1759430688,2025-10-02T13:45:50-05:00,2025-10-11T18:45:32-05:00,45260911247548,,21000.00,,shopify,20,,0.0,Default Title,,,47358922784956
9007285567676,(YV) Antitranspirante en Gel Gillette Cool Wave Specialized - 82 gr,Cuidado personal,Gillette,active,"cuidado personal, Desodorante, Gillette, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/287...webp?v=1759506880,2025-10-03T10:56:12-05:00,2025-10-11T18:45:49-05:00,45264370467004,,21960.00,,shopify,20,,0.0,Default Title,,,47362351136956
9007339012284,(YV) Antitranspirante en Gel Gillette Power Beads - Protección Antibacterial 48H (82 g),Cuidado personal,Gillette,active,"cuidado personal, Gillette, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/306_133341ec-d7a8-44ed-9159-1a18511ed782.webp?v=1759511360,2025-10-03T12:10:18-05:00,2025-10-11T18:45:54-05:00,45264516415676,,21960.00,,shopify,20,,0.0,Default Title,,,47362497380540
9012170391740,(YV) Antitranspirante en Gel Gillette Specialized - 48h de Protección Cool Wave (113g),Cuidado personal,Gillette,active,"cuidado personal, Gillette, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/349_1061da09-1788-4aaa-83fb-adf48e158772.webp?v=1759839133,2025-10-07T07:13:13-05:00,2025-10-11T18:46:18-05:00,45277542121660,,21360.00,,shopify,20,,0.0,Default Title,,,47375713435836
9005871169724,(YV) Antitranspirante Rexona Clinical Expert para Hombre - 96h de Protección Extrema (48g),Cuidado personal,Rexona,active,"cuidado personal, Rexona, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/167_dde76184-09ce-47f8-8d45-11ba556d8e3c.png?v=1759427954,2025-10-02T13:01:36-05:00,2025-10-11T18:45:30-05:00,45260873892028,,19800.00,,shopify,20,,0.0,Default Title,,,47358885429436
9010841911484,(YV) Antitranspirante Rexona Clinical para Hombre - Formato de Viaje 30g,Cuidado personal,Rexona,active,"cuidado personal, Rexona, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/390.webp?v=1759770119,2025-10-06T12:03:09-05:00,2025-10-11T18:46:09-05:00,45275191902396,,3600.00,,shopify,20,,0.0,Default Title,,,47373349355708
9005866057916,(YV) Antitranspirante Rexona Men V8 en Aerosol - con Tecnología Motionsense™ (200ml),Cuidado personal,Rexona,active,"cuidado personal, Rexona",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/162.png?v=1759426847,2025-10-02T12:41:48-05:00,2025-10-11T18:45:30-05:00,45260851183804,,17760.00,,shopify,20,,0.0,Default Title,,,47358862721212
9012755693756,(YV) Bálsamo Labial Bon Shik con Manteca de Cacao - Hidratación Profunda,Cuidado personal,BON SHIK,active,"belleza, BON SHIK, cuidado personal, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/516-convertido-de-avif.png?v=1759857663,2025-10-07T12:22:06-05:00,2025-10-11T18:46:28-05:00,45280597016764,,2000.00,,shopify,20,,0.0,Default Title,,,47378779078844
9012295139516,(YV) Bálsamo Labial Medicado Carmex (Pack x3) - Alivio para Labios Secos + SPF 15,,Carmex,active,"Carmex, cuidado personal, labios, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/466-convertido-de-avif.png?v=1759865722,2025-10-07T08:57:29-05:00,2025-10-11T18:46:21-05:00,45277861576892,,57600.00,,shopify,20,,0.0,Default Title,,,47376035184828
9004802932924,(YV) Base Coat Semipermanente Latin Nails - Máxima Adherencia y Duración (15ml),uñas,Latin Nails,active,"belleza, Tienda, uñas",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/89.png?v=1759334582,2025-10-01T11:04:13-05:00,2025-10-11T18:45:18-05:00,45257929719996,,28200.00,,shopify,20,,0.0,Default Title,,,47355934769340
9007260991676,(YV) Base Coat Semipermanente Latin Nails - Máxima Adherencia y Duración (8ml),uñas,Nailen,active,"cuidado personal, Nailen, Tienda, uñas",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/273.webp?v=1759503674,2025-10-03T10:02:18-05:00,2025-10-11T18:45:47-05:00,45264331669692,,16080.00,,shopify,20,,0.0,Default Title,,,47362317713596
9012489027772,(YV) Base de Maquillaje OG Stay Matte (30 ml) - Tono 425,Piel,OG Stay,active,"OG Stay, piel, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/494-convertido-de-avif.png?v=1759851846,2025-10-07T10:45:13-05:00,2025-10-11T18:46:25-05:00,45279456886972,,35400.00,,shopify,20,,0.0,Default Title,,,47377632723132
9007168192700,(YV) Base Endurecedora 'Cat Nails' con Ajo - Uñas Fuertes en 10 Días,uñas,Cat Nails,active,"Cat Nails, Tienda, uñas",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/230.webp?v=1759494387,2025-10-03T07:27:59-05:00,2025-10-11T18:45:40-05:00,45264054943932,,8400.00,,shopify,20,,0.0,Default Title,,,47362042888380
9004596330684,(YV) Base Líquida Vogue 'Mate Natural' con Ácido Hialurónico - Larga Duración 30ml,Piel,Vogue,active,"belleza, piel, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/56.png?v=1759326206,2025-10-01T08:45:10-05:00,2025-10-11T18:45:13-05:00,45257335308476,,21480.00,,shopify,20,,0.0,Default Title,,,47355336917180
9007290187964,(YV) Bloqueador Solar Tanga SPF 100 en Crema - Display de 12 Unidades de 10ml,Piel,Tanga,active,"piel, Protector solar, Tanga, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/293_61d98b55-ec9e-4c51-8a2f-ef1850ff85cf.webp?v=1759508057,2025-10-03T11:15:28-05:00,2025-10-11T18:45:51-05:00,45264397500604,,38400.00,,shopify,20,,0.0,Default Title,,,47362378170556
9007223603388,(YV) Brillo Acrílico para Uñas Slendy - Secado Rápido y Efecto Gel,uñas,Slendy,active,"Slendy, Tienda, uñas",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/267.jpg?v=1759502235,2025-10-03T09:38:27-05:00,2025-10-11T18:45:46-05:00,45264272883900,,5760.00,,shopify,20,,0.0,Default Title,,,47362261090492
9010905219260,(YV) Brillo Labial NIVEA Strawberry Shine - Dosis Individual en Sobre (Fresa),Cuidado personal,Nivea,active,"cuidado personal, Nivea, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/435.webp?v=1759783671,2025-10-06T15:49:02-05:00,2025-10-11T18:46:16-05:00,45275450769596,,16680.00,,shopify,20,,0.0,Default Title,,,47373608517820
9007174484156,(YV) Bronceador D'Luchi de Zanahoria y Canela - Acelerador de Bronceado (250ml),Corporal,D'Luchi,active,"belleza, cuidado personal, D'Luchi, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/238_463d850d-da4a-4483-b57a-bed927a92ef1.webp?v=1759497053,2025-10-03T08:12:07-05:00,2025-10-11T18:45:41-05:00,45264120643772,,34800.00,,shopify,20,,0.0,Default Title,,,47362108588220
8998445908156,(YV) Caja 12 Sachets Protector Solar Arawak Sundark SPF 60 - Dosis Perfecta para Llevar,Piel,Arawak Sundark,active,"ARAWAK, Oferta, Protector solar, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/x12ProtectorSolarArawakSPF60Sundark120grCajapor12Sachets.webp?v=1758772961,2025-09-24T22:54:20-05:00,2025-10-11T18:45:05-05:00,45240873877692,,21160.00,,shopify,20,,0.0,Default Title,,,47338666033340
9010933858492,(YV) Caja de Preservativos Surtidos DUO - 4 Variedades (50 Unidades),Cuidado personal,DUO,active,"cuidado personal, DUO, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/449-convertido-de-avif.png?v=1759866834,2025-10-06T16:24:11-05:00,2025-10-11T18:46:18-05:00,45275502903484,,92400.00,,shopify,20,,0.0,Default Title,,,47373660651708
9010862424252,(YV) Cepillo de Dientes Pro Suave 425 - Limpieza Eficaz para Encías Sensibles,Cuidado personal,Pro Delux,active,"cuidado personal, Pro Delux, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/404.webp?v=1759772793,2025-10-06T12:47:43-05:00,2025-10-11T18:46:11-05:00,45275308130492,,4560.00,,shopify,20,,0.0,Default Title,,,47373465813180
9012300054716,"(YV) Cepillo Secador Alisador BaBylissPRO 2 en 1 (2.75"") - Iónico Anti-Friz",Belleza,BaByliss,active,"BaByliss, belleza, cabello, Capilar, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/467-convertido-de-avif.png?v=1759865660,2025-10-07T08:59:56-05:00,2025-10-15T11:32:00-05:00,45277871603900,,334800.00,,shopify,20,,0.0,Default Title,,,47376045211836
9007169667260,(YV) Cepillo Secador Profesional CMS Cosmos 'Lira' - con 2 Cabezales Intercambiables,Cabello,CMS,active,"belleza, cabello, Capilar, CMS, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/232.avif?v=1759494871,2025-10-03T07:35:40-05:00,2025-10-15T11:32:25-05:00,45264070443196,,172800.00,,shopify,20,,0.0,Default Title,,,47362058387644
9004611469500,(YV) Cepillo Secador y Voluminizador Alizz Air 360 - Tecnología Iónica Anti-Frizz,Belleza,Alizz,active,"belleza, cabello, Capilar, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/64_b7241e6c-e0f7-4a5c-a6a7-d661c39adaa4.webp?v=1759328365,2025-10-01T09:20:27-05:00,2025-10-15T11:32:41-05:00,45257405169852,,198000.00,,shopify,20,,0.0,Default Title,,,47355408089276
9007377416380,(YV) Cera Depilatoria Profesional de Miel Natural Bell - 1000g,Cuidado personal,Bell,active,"Bell, belleza, cuidado personal",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/327.jpg?v=1759517934,2025-10-03T14:00:13-05:00,2025-10-11T18:45:59-05:00,45264611541180,,49200.00,,shopify,20,,0.0,Default Title,,,47362594046140
9007384428732,(YV) Cera Moldeadora y Texturizante Recamier Sculpting Wax - 200g,Cabello,Recamier,active,"cabello, Capilar, Recamier, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/332.webp?v=1759519421,2025-10-03T14:24:52-05:00,2025-10-15T11:32:13-05:00,45264634347708,,32040.00,,shopify,20,,0.0,Default Title,,,47362616852668
9012885422268,(YV) Cinta Microporosa Hipoalergénica Prolatex (Micropore) Color Piel - 1.5 Pulgadas,Cuidado personal,Prolatex,active,"cuidado personal, Prolatex, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/527-convertido-de-avif.png?v=1759863332,2025-10-07T13:56:47-05:00,2025-10-11T18:46:30-05:00,45280887931068,,2300.00,,shopify,20,,0.0,Default Title,,,47379071795388
8999136460988,(YV) Colonia para Bebé Arrurrú Original Azul - Formato Familiar 800 ml,Piel,Arrurrú,active,"arrurrú, bebes, Capilar, Colonia, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/ColoniaArrurruAzul800mlBebe.webp?v=1758845454,2025-09-25T19:11:29-05:00,2025-10-15T11:32:46-05:00,45243111145660,,52800.00,,shopify,20,,0.0,Default Title,,,47340922863804
8998451347644,(YV) Colonia para Bebé Arrurrú Original Azul - Mega-Ahorro 1075 ml,,Arrurrú,active,"arrurrú, bebes, Capilar, Colonia, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/ArrurruColoniaOriginalAzulX1075mlBebe.png?v=1758773060,2025-09-24T22:57:07-05:00,2025-10-15T11:32:48-05:00,45240892391612,,66000.00,,shopify,20,,0.0,Default Title,,,47338684547260
8998992150716,(YV) Colonia para Bebé Arrurrú Original Rosada - Mega Formato Ahorro 1075 ml,,Arrurrú,active,"arrurrú, bebes, Capilar, Colonia, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/ColoniaArrurruOriginalRosadaX1075mlBebe.png?v=1758836892,2025-09-25T16:58:50-05:00,2025-10-15T11:32:46-05:00,45242900218044,,66000.00,,shopify,20,,0.0,Default Title,,,47340711608508
9012309885116,(YV) Color Wow Dream Coat Supernatural Spray (200 ml) - Anti-Frizz y Termoprotector,Cabello,Wow Dream,active,"cabello, Capilar, Tienda, Wow Dream",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/469-convertido-de-avif.png?v=1759865547,2025-10-07T09:04:58-05:00,2025-10-15T11:31:59-05:00,45277892313276,,213600.00,,shopify,20,,0.0,Default Title,,,47376065888444
8998458392764,(YV) Combo Arrurrú: Colonia Original Azul 120 ml + Jabón en Barra 120 gr,,Arrurrú,active,"arrurrú, bebes, Capilar, Colonia, Oferta, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/ComboColoniaAzulx120ml_JabonAzulx120grArrurruBebe.webp?v=1758773504,2025-09-24T23:03:46-05:00,2025-10-15T11:32:47-05:00,45240910545084,,20160.00,,shopify,20,,0.0,Default Title,,,47338702700732
9004830654652,(YV) Copitos de Algodón Sedocitos - Suavidad y Precisión (Paquete x80 Unidades),Cuidado personal,Sedocito,active,"cuidado personal, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/94.jpg?v=1759335565,2025-10-01T11:20:46-05:00,2025-10-11T18:45:19-05:00,45257965732028,,3480.00,,shopify,20,,0.0,Default Title,,,47355970781372
9003630821564,(YV) Corrector Líquido Anik 'Bonita' Alta Cobertura - Tono 01 Bella,Piel,Antik,active,"belleza, Facial, maquillaje, piel",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/correctoe.webp?v=1759255042,2025-09-30T13:38:24-05:00,2025-10-11T18:45:08-05:00,45254995017916,,13440.00,,shopify,20,,0.0,Default Title,,,47352969429180
9010832212156,(YV) Corrector Líquido de Alta Cobertura Dolce Bella - Tono Beige,Piel,Dolce Bella,active,"belleza, Dolce Bella, piel, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/376.webp?v=1759767723,2025-10-06T11:23:03-05:00,2025-10-11T18:46:06-05:00,45275137605820,,11040.00,,shopify,20,,0.0,Default Title,,,47373294502076
9003728732348,(YV) Corrector Líquido Hidratante Atenea '1st Scene' - Alta Cobertura Luminosa (Tono Cinnamon),Piel,Atenea,active,"belleza, piel, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/an9ybc4db4lqafvf2til.webp?v=1759262684,2025-09-30T15:11:32-05:00,2025-10-11T18:45:09-05:00,45255227932860,,30720.00,,shopify,20,,0.0,Default Title,,,47353203523772
9010930417852,(YV) Corrector Líquido Hidratante BLOOMSHELL - Alta Cobertura | Tono 01 Natural,Piel,BLOOMSHELL,active,"belleza, BLOOMSHELL, cuidado personal, piel, Tienda",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/448-convertido-de-avif.png?v=1759866898,2025-10-06T16:22:01-05:00,2025-10-11T18:46:18-05:00,45275498447036,,16680.00,,shopify,20,,0.0,Default Title,,,47373656195260
9012907671740,(YV) Cortaúñas de Precisión Trim de Acero Inoxidable,Cuidado personal,Trim,active,"cuidado personal, Tienda, Trim, uñas",(tiene),https://cdn.shopify.com/s/files/1/0722/6222/2012/files/529-convertido-de-avif.png?v=1759863764,2025-10-07T14:03:46-05:00,2025-10-11T18:46:30-05:00,45280932004028,,1500.00,,shopify,20,,0.0,Default Title,,,47379115868348
